Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/21/2020,ID-GO,Gorontalo,3,1,0,2,7,1,0,6,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,5.93,0.85,0.85,14.29%,0.00%,,
4/21/2020,IDN,Indonesia,375,26,95,254,7135,616,842,5677,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.41,26.91,0.10,2.32,8.63%,11.80%,2.03,3.25
4/21/2020,ID-JA,Jambi,5,0,0,5,13,0,1,12,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,1.43,3.72,0.00,0.00,0.00%,7.69%,,1.00
4/21/2020,ID-JB,Jawa Barat,18,5,23,-10,853,75,92,686,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.40,18.89,0.11,1.66,8.79%,10.79%,0.67,1.67
4/21/2020,ID-JT,Jawa Tengah,99,1,1,97,449,51,66,332,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.72,12.35,0.03,1.40,11.36%,14.70%,33.00,1.00
4/21/2020,ID-JI,Jawa Timur,15,1,1,13,602,58,101,443,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.37,14.87,0.02,1.43,9.63%,16.78%,,0.33
4/21/2020,ID-KB,Kalimantan Barat,6,0,1,5,27,3,7,17,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.11,4.98,0.00,0.55,11.11%,25.93%,,1.00
4/21/2020,ID-KS,Kalimantan Selatan,2,0,1,1,97,7,11,79,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.50,24.11,0.00,1.74,7.22%,11.34%,,1.00
4/21/2020,ID-KT,Kalimantan Tengah,7,1,0,6,67,6,47,14,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,2.72,26.07,0.39,2.33,8.96%,70.15%,0.50,1.00
4/21/2020,ID-KI,Kalimantan Timur,5,0,0,5,68,1,14,53,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,19.14,0.00,0.28,1.47%,20.59%,1.25,1.00
4/21/2020,ID-KU,Kalimantan Utara,4,0,0,4,77,1,2,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,118.75,0.00,1.54,1.30%,2.60%,1.00,1.00
4/21/2020,ID-BB,Kepulauan Bangka Belitung,1,0,1,0,8,1,2,5,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,5.80,0.00,0.72,12.50%,25.00%,,1.00
4/21/2020,ID-KR,Kepulauan Riau,2,0,1,1,81,8,11,62,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,41.98,0.00,4.15,9.88%,13.58%,,0.00
4/21/2020,ID-LA,Lampung,1,0,1,0,27,5,12,10,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,2.97,0.00,0.55,18.52%,44.44%,,1.00
4/21/2020,ID-MA,Maluku,0,0,0,0,17,0,10,7,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,9.20,0.00,0.00,0.00%,58.82%,1.00,1.00
4/21/2020,ID-MU,Maluku Utara,0,0,0,0,4,0,2,2,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,3.06,0.00,0.00,0.00%,50.00%,1.00,1.00
4/21/2020,ID-NB,Nusa Tenggara Barat,21,0,0,21,93,4,11,78,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.98,17.65,0.00,0.76,4.30%,11.83%,1.91,0.00
4/21/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
4/21/2020,ID-PA,Papua,11,0,4,7,118,6,32,80,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.53,27.19,0.00,1.38,5.08%,27.12%,,1.00
4/21/2020,ID-PB,Papua Barat,0,0,0,0,7,1,0,6,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,6.14,0.00,0.88,14.29%,0.00%,1.00,1.00
4/21/2020,ID-RI,Riau,1,0,0,1,35,6,10,19,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,5.76,0.00,0.99,17.14%,28.57%,0.25,0.00
4/21/2020,ID-SR,Sulawesi Barat,0,0,0,0,7,1,1,5,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,4.49,0.00,0.64,14.29%,14.29%,1.00,1.00
4/21/2020,ID-SN,Sulawesi Selatan,6,2,0,4,374,34,70,270,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.64,39.67,0.21,3.61,9.09%,18.72%,,2.00
4/21/2020,ID-ST,Sulawesi Tengah,0,0,1,-1,27,3,3,21,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,9.14,0.00,1.02,11.11%,11.11%,1.00,1.00
4/21/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,36,2,4,30,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,13.66,0.00,0.76,5.56%,11.11%,1.00,1.00
4/21/2020,ID-SA,Sulawesi Utara,0,0,0,0,20,3,5,12,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,7.57,0.00,1.14,15.00%,25.00%,1.00,1.00
4/21/2020,ID-SB,Sumatera Barat,2,1,0,1,76,8,13,55,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.36,13.77,0.18,1.45,10.53%,17.11%,1.00,
4/21/2020,ID-SS,Sumatera Selatan,0,0,0,0,89,3,4,82,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,10.83,0.00,0.37,3.37%,4.49%,1.00,1.00
4/21/2020,ID-SU,Sumatera Utara,1,0,0,1,84,10,14,60,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.07,5.65,0.00,0.67,11.90%,16.67%,0.50,0.00
4/22/2020,ID-AC,Aceh,0,0,0,0,7,0,3,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,1.33,0.00,0.00,0.00%,42.86%,1.00,1.00
4/22/2020,ID-BA,Bali,2,1,5,-4,152,4,48,100,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.47,36.05,0.24,0.95,2.63%,31.58%,0.20,
4/22/2020,ID-BT,Banten,1,0,11,-10,333,35,29,269,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.09,31.06,0.00,3.26,10.51%,8.71%,,1.00
4/22/2020,ID-BE,Bengkulu,0,0,0,0,8,1,1,6,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,4.00,0.00,0.50,12.50%,12.50%,0.00,1.00
4/22/2020,ID-JK,DKI Jakarta,108,1,8,99,3228,305,311,2612,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,9.96,297.62,0.09,28.12,9.45%,9.63%,0.72,0.50
4/22/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,5,-2,75,7,36,32,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.83,20.66,0.00,1.93,9.33%,48.00%,1.00,1.00
4/22/2020,ID-GO,Gorontalo,0,0,0,0,7,1,0,6,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,5.93,0.00,0.85,14.29%,0.00%,0.00,0.00
4/22/2020,IDN,Indonesia,283,19,71,193,7418,635,913,5870,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.07,27.97,0.07,2.39,8.56%,12.31%,0.75,0.73
4/22/2020,ID-JA,Jambi,0,0,0,0,13,0,1,12,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,3.72,0.00,0.00,0.00%,7.69%,0.00,1.00
4/22/2020,ID-JB,Jawa Barat,8,3,3,2,861,78,95,688,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.18,19.06,0.07,1.73,9.06%,11.03%,0.44,0.60
4/22/2020,ID-JT,Jawa Tengah,30,1,7,22,479,52,73,354,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.82,13.17,0.03,1.43,10.86%,15.24%,0.30,1.00
4/22/2020,ID-JI,Jawa Timur,34,0,0,34,636,58,101,477,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.84,15.71,0.00,1.43,9.12%,15.88%,2.27,0.00
4/22/2020,ID-KB,Kalimantan Barat,4,0,1,3,31,3,8,20,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.74,5.72,0.00,0.55,9.68%,25.81%,0.67,1.00
4/22/2020,ID-KS,Kalimantan Selatan,10,0,0,10,107,7,11,89,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.49,26.60,0.00,1.74,6.54%,10.28%,5.00,1.00
4/22/2020,ID-KT,Kalimantan Tengah,15,0,0,15,82,6,47,29,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,5.84,31.90,0.00,2.33,7.32%,57.32%,2.14,0.00
4/22/2020,ID-KI,Kalimantan Timur,1,0,0,1,69,1,14,54,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,19.42,0.00,0.28,1.45%,20.29%,0.20,1.00
4/22/2020,ID-KU,Kalimantan Utara,0,0,0,0,77,1,2,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,118.75,0.00,1.54,1.30%,2.60%,0.00,1.00
4/22/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,8,1,2,5,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,5.80,0.00,0.72,12.50%,25.00%,0.00,1.00
4/22/2020,ID-KR,Kepulauan Riau,0,0,0,0,81,8,11,62,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,41.98,0.00,4.15,9.88%,13.58%,0.00,1.00
4/22/2020,ID-LA,Lampung,0,0,1,-1,27,5,13,9,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,2.97,0.00,0.55,18.52%,48.15%,0.00,1.00
4/22/2020,ID-MA,Maluku,0,0,0,0,17,0,10,7,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,9.20,0.00,0.00,0.00%,58.82%,1.00,1.00
4/22/2020,ID-MU,Maluku Utara,8,0,0,8,12,0,2,10,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,9.18,0.00,0.00,0.00%,16.67%,,1.00
4/22/2020,ID-NB,Nusa Tenggara Barat,15,0,0,15,108,4,11,93,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.85,20.49,0.00,0.76,3.70%,10.19%,0.71,1.00
4/22/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
4/22/2020,ID-PA,Papua,5,0,0,5,123,6,32,85,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.15,28.34,0.00,1.38,4.88%,26.02%,0.45,1.00
4/22/2020,ID-PB,Papua Barat,1,0,0,1,8,1,0,7,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,7.01,0.00,0.88,12.50%,0.00%,,1.00
4/22/2020,ID-RI,Riau,0,0,0,0,35,6,10,19,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,5.76,0.00,0.99,17.14%,28.57%,0.00,1.00
4/22/2020,ID-SR,Sulawesi Barat,1,0,0,1,8,1,1,6,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,5.13,0.00,0.64,12.50%,12.50%,,1.00
4/22/2020,ID-SN,Sulawesi Selatan,13,0,5,8,387,34,75,278,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.38,41.05,0.00,3.61,8.79%,19.38%,2.17,0.00
4/22/2020,ID-ST,Sulawesi Tengah,2,0,0,2,29,3,3,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.68,9.81,0.00,1.02,10.34%,10.34%,,1.00
4/22/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,36,2,4,30,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,13.66,0.00,0.76,5.56%,11.11%,1.00,1.00
4/22/2020,ID-SA,Sulawesi Utara,0,0,0,0,20,3,5,12,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,7.57,0.00,1.14,15.00%,25.00%,1.00,1.00
4/22/2020,ID-SB,Sumatera Barat,5,1,0,4,81,9,13,59,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,14.68,0.18,1.63,11.11%,16.05%,2.50,1.00
4/22/2020,ID-SS,Sumatera Selatan,0,0,0,0,89,3,4,82,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,10.83,0.00,0.37,3.37%,4.49%,1.00,1.00
4/22/2020,ID-SU,Sumatera Utara,9,0,7,2,93,10,21,62,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.61,6.25,0.00,0.67,10.75%,22.58%,9.00,1.00
4/23/2020,ID-AC,Aceh,0,1,0,-1,7,1,3,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,1.33,0.19,0.19,14.29%,42.86%,1.00,
4/23/2020,ID-BA,Bali,15,0,8,7,167,4,56,107,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,3.56,39.61,0.00,0.95,2.40%,33.53%,7.50,0.00
4/23/2020,ID-BT,Banten,3,0,0,3,336,35,29,272,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.28,31.34,0.00,3.26,10.42%,8.63%,3.00,1.00
4/23/2020,ID-BE,Bengkulu,0,0,0,0,8,1,1,6,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,4.00,0.00,0.50,12.50%,12.50%,1.00,1.00
4/23/2020,ID-JK,DKI Jakarta,122,0,4,118,3350,305,315,2730,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,11.25,308.87,0.00,28.12,9.10%,9.40%,1.13,0.00
4/23/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,1,0,76,7,37,32,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,20.93,0.00,1.93,9.21%,48.68%,0.33,1.00
4/23/2020,ID-GO,Gorontalo,0,0,0,0,7,1,0,6,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,5.93,0.00,0.85,14.29%,0.00%,1.00,1.00
4/23/2020,IDN,Indonesia,357,12,47,298,7775,647,960,6168,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.35,29.32,0.05,2.44,8.32%,12.35%,1.26,0.63
4/23/2020,ID-JA,Jambi,1,0,0,1,14,0,1,13,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,4.01,0.00,0.00,0.00%,7.14%,,1.00
4/23/2020,ID-JB,Jawa Barat,27,3,9,15,888,81,104,703,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.60,19.66,0.07,1.79,9.12%,11.71%,3.38,1.00
4/23/2020,ID-JT,Jawa Tengah,59,1,4,54,538,53,77,408,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.62,14.79,0.03,1.46,9.85%,14.31%,1.97,1.00
4/23/2020,ID-JI,Jawa Timur,25,2,11,12,661,60,112,489,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.62,16.33,0.05,1.48,9.08%,16.94%,0.74,
4/23/2020,ID-KB,Kalimantan Barat,19,0,0,19,50,3,8,39,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.50,9.22,0.00,0.55,6.00%,16.00%,4.75,1.00
4/23/2020,ID-KS,Kalimantan Selatan,7,1,0,6,114,8,11,95,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.74,28.34,0.25,1.99,7.02%,9.65%,0.70,
4/23/2020,ID-KT,Kalimantan Tengah,1,0,0,1,83,6,47,30,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,32.29,0.00,2.33,7.23%,56.63%,0.07,1.00
4/23/2020,ID-KI,Kalimantan Timur,5,0,0,5,74,1,14,59,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,20.83,0.00,0.28,1.35%,18.92%,5.00,1.00
4/23/2020,ID-KU,Kalimantan Utara,0,0,0,0,77,1,2,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,118.75,0.00,1.54,1.30%,2.60%,1.00,1.00
4/23/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,9,1,2,6,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,6.52,0.00,0.72,11.11%,22.22%,,1.00
4/23/2020,ID-KR,Kepulauan Riau,2,0,0,2,83,8,11,64,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,43.02,0.00,4.15,9.64%,13.25%,,1.00
4/23/2020,ID-LA,Lampung,11,0,0,11,38,5,13,20,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.21,4.18,0.00,0.55,13.16%,34.21%,,1.00
4/23/2020,ID-MA,Maluku,0,0,0,0,17,0,10,7,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,9.20,0.00,0.00,0.00%,58.82%,1.00,1.00
4/23/2020,ID-MU,Maluku Utara,2,0,0,2,14,0,2,12,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,10.70,0.00,0.00,0.00%,14.29%,0.25,1.00
4/23/2020,ID-NB,Nusa Tenggara Barat,7,0,2,5,115,4,13,98,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.33,21.82,0.00,0.76,3.48%,11.30%,0.47,1.00
4/23/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,0,1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,0.00%,1.00,1.00
4/23/2020,ID-PA,Papua,7,0,0,7,130,6,32,92,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.61,29.95,0.00,1.38,4.62%,24.62%,1.40,1.00
4/23/2020,ID-PB,Papua Barat,5,0,0,5,13,1,0,12,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,4.38,11.40,0.00,0.88,7.69%,0.00%,5.00,1.00
4/23/2020,ID-RI,Riau,1,0,3,-2,36,6,13,17,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,5.93,0.00,0.99,16.67%,36.11%,,1.00
4/23/2020,ID-SR,Sulawesi Barat,0,0,0,0,8,1,1,6,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,5.13,0.00,0.64,12.50%,12.50%,0.00,1.00
4/23/2020,ID-SN,Sulawesi Selatan,10,0,5,5,397,34,80,283,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.06,42.11,0.00,3.61,8.56%,20.15%,0.77,1.00
4/23/2020,ID-ST,Sulawesi Tengah,0,0,0,0,29,3,3,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,9.81,0.00,1.02,10.34%,10.34%,0.00,1.00
4/23/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,36,2,4,30,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,13.66,0.00,0.76,5.56%,11.11%,1.00,1.00
